Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
4.2218,0.292876,0.25389,-9.48706,0.000368064,9.39462e-05,-9.35048e-05,-2.38201e-05,-7.5298e-06,2.09951e-05,0.162576,-0.986486,-0.0112523,0.0169813,178.411,358.29,198.741,0,0,0,0,
4.25621,0.278472,0.27905,-9.51995,-0.000168752,-0.000417303,-0.00011408,-2.33691e-05,-7.87724e-06,2.06779e-05,0.162163,-0.986554,-0.0112618,0.0169635,178.411,358.291,198.693,0,0,0,0,
4.28609,0.266469,0.247028,-9.50115,-0.000144031,0.000130828,0.000376325,-2.33209e-05,-7.82687e-06,2.07334e-05,0.161677,-0.986634,-0.0112683,0.0169337,178.411,358.294,198.636,0,0,0,0,
4.31239,0.30968,0.263039,-9.47296,0.000382118,0.000656404,-0.000667661,-2.27931e-05,-8.58671e-06,2.07589e-05,0.161962,-0.986587,-0.0112412,0.0169622,178.413,358.291,198.669,0,0,0,0,
4.34204,0.288075,0.267614,-9.48941,-0.000164134,-0.00036623,-0.000113469,-2.30441e-05,-9.07378e-06,2.08549e-05,0.162772,-0.986454,-0.011238,0.0169606,178.412,358.292,198.763,0,0,0,0,
4.36816,0.283273,0.258464,-9.51055,0.000350459,0.000170497,0.00039871,-2.33845e-05,-8.60988e-06,2.10736e-05,0.163109,-0.986398,-0.0112121,0.0169671,178.415,358.291,198.802,0,0,0,0,
4.39443,0.273671,0.260752,-9.47061,-0.00070481,0.000706697,0.000379726,-2.30798e-05,-8.30309e-06,2.09779e-05,0.163196,-0.986384,-0.011217,0.0169641,178.414,358.292,198.812,0,0,0,0,
4.42151,0.283273,0.267614,-9.49411,-0.000164475,-0.000365531,-0.000676934,-2.34167e-05,-8.12036e-06,2.06576e-05,0.163087,-0.986402,-0.0112118,0.0169579,178.415,358.292,198.8,0,0,0,0,
4.45113,0.288075,0.249315,-9.48236,0.000341697,0.000154827,0.000397202,-2.33453e-05,-7.95135e-06,2.07229e-05,0.16274,-0.98646,-0.0111969,0.016953,178.417,358.292,198.759,0,0,0,0,
4.47732,0.295276,0.272188,-9.48001,0.000312915,0.000147454,-0.000660293,-2.3597e-05,-8.16064e-06,2.02446e-05,0.162564,-0.986488,-0.0111951,0.0169801,178.417,358.289,198.739,0,0,0,0,
4.50365,0.283273,0.269901,-9.48236,-0.00175412,0.000634698,0.000372186,-2.37489e-05,-8.29087e-06,2.04333e-05,0.162449,-0.986507,-0.0112125,0.016984,178.415,358.289,198.726,0,0,0,0,
